driver_name,driver_number,team_name,session_1_type,circuit_name,circuit_key,event_name,session_1_avg_lap_time,session_1_starting_air_temp,session_1_starting_humidity,session_1_starting_pressure,session_1_starting_rainfall,session_1_starting_track_temp,session_1_starting_wind_direction,session_1_starting_wind_speed,session_1_ending_air_temp,session_1_ending_humidity,session_1_ending_pressure,session_1_ending_rainfall,session_1_ending_track_temp,session_1_ending_wind_direction,session_1_ending_wind_speed,session_2_type,session_2_avg_lap_time,session_2_starting_air_temp,session_2_starting_humidity,session_2_starting_pressure,session_2_starting_rainfall,session_2_starting_track_temp,session_2_starting_wind_direction,session_2_starting_wind_speed,session_2_ending_air_temp,session_2_ending_humidity,session_2_ending_pressure,session_2_ending_rainfall,session_2_ending_track_temp,session_2_ending_wind_direction,session_2_ending_wind_speed,session_3_type,session_3_avg_lap_time,session_3_starting_air_temp,session_3_starting_humidity,session_3_starting_pressure,session_3_starting_rainfall,session_3_starting_track_temp,session_3_starting_wind_direction,session_3_starting_wind_speed,session_3_ending_air_temp,session_3_ending_humidity,session_3_ending_pressure,session_3_ending_rainfall,session_3_ending_track_temp,session_3_ending_wind_direction,session_3_ending_wind_speed,session_4_type,session_4_final_position,session_4_q1_best_lap,session_4_q2_best_lap,session_4_q3_best_lap,session_4_gap_to_fastest,session_4_starting_air_temp,session_4_starting_humidity,session_4_starting_pressure,session_4_starting_rainfall,session_4_starting_track_temp,session_4_starting_wind_direction,session_4_starting_wind_speed,session_4_ending_air_temp,session_4_ending_humidity,session_4_ending_pressure,session_4_ending_rainfall,session_4_ending_track_temp,session_4_ending_wind_direction,session_4_ending_wind_speed,session_5_type,session_5_final_position,session_5_avg_lap_time,session_5_starting_air_temp,session_5_starting_humidity,session_5_starting_pressure,session_5_starting_rainfall,session_5_starting_track_temp,session_5_starting_wind_direction,session_5_starting_wind_speed,session_5_ending_air_temp,session_5_ending_humidity,session_5_ending_pressure,session_5_ending_rainfall,session_5_ending_track_temp,session_5_ending_wind_direction,session_5_ending_wind_speed,year
S VANDOORNE,2,McLaren,Practice,Melbourne,10,Australian Grand Prix,100.20245454545451,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,97.29003448275864,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,105.89499999999998,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,12.0,84.073,83.853,,2.688999999999993,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,9.0,93.24489655172414,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
D RICCIARDO,3,Red Bull Racing,Practice,Melbourne,10,Australian Grand Prix,100.2955238095238,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,97.70036,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,103.164,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,5.0,83.494,82.897,82.152,0.9879999999999995,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,4.0,92.76468965517242,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
S VETTEL,5,Ferrari,Practice,Melbourne,10,Australian Grand Prix,93.7700588235294,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,97.38038235294118,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,103.65646153846154,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,3.0,83.348,81.944,81.838,0.6739999999999924,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,1.0,92.6428103448276,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
K RAIKKONEN,7,Ferrari,Practice,Melbourne,10,Australian Grand Prix,94.62561111111113,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,97.0732,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,107.185,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,2.0,83.096,82.507,81.828,0.6640000000000015,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,3.0,92.75158620689656,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
R GROSJEAN,8,Haas F1 Team,Practice,Melbourne,10,Australian Grand Prix,94.64968421052632,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,95.59929032258064,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,106.27025,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,7.0,83.671,83.468,83.339,2.174999999999997,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,16.0,91.36991666666664,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
M ERICSSON,9,Sauber,Practice,Melbourne,10,Australian Grand Prix,98.2101304347826,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,99.04651851851852,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,106.17863636363636,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,17.0,84.556,,,3.391999999999996,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,19.0,95.01919999999998,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
P GASLY,10,Toro Rosso,Practice,Melbourne,10,Australian Grand Prix,101.466,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,97.1221388888889,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,105.39383333333336,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,20.0,85.295,,,4.131,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,18.0,93.18853846153846,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
S PEREZ,11,Force India,Practice,Melbourne,10,Australian Grand Prix,95.4495238095238,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,95.50480000000002,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,13.0,84.344,84.005,,2.840999999999994,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,11.0,93.45,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
F ALONSO,14,McLaren,Practice,Melbourne,10,Australian Grand Prix,93.45354545454546,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,98.449,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,105.18766666666666,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,11.0,83.597,83.692,,2.5279999999999916,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,5.0,93.12360344827586,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
C LECLERC,16,Sauber,Practice,Melbourne,10,Australian Grand Prix,99.65125,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,98.87928125,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,106.12233333333332,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,18.0,84.636,,,3.471999999999994,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,13.0,93.949,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
L STROLL,18,Williams,Practice,Melbourne,10,Australian Grand Prix,96.28107692307692,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,96.29670370370371,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,106.74728571428572,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,14.0,84.464,84.23,,3.0660000000000025,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,14.0,93.99260344827586,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
K MAGNUSSEN,20,Haas F1 Team,Practice,Melbourne,10,Australian Grand Prix,99.00066666666666,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,96.8624074074074,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,104.469,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,6.0,83.909,83.3,83.187,2.022999999999996,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,17.0,91.43031818181818,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
N HULKENBERG,27,Renault,Practice,Melbourne,10,Australian Grand Prix,101.23945,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,97.34428125,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,108.4966,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,8.0,83.782,83.544,83.532,2.367999999999995,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,7.0,93.20610344827584,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
B HARTLEY,28,Toro Rosso,Practice,Melbourne,10,Australian Grand Prix,102.13908333333332,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,98.6940789473684,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,104.76616666666666,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,16.0,84.532,,,3.367999999999995,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,15.0,94.66243859649124,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
E OCON,31,Force India,Practice,Melbourne,10,Australian Grand Prix,96.3432,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,96.41917857142856,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,15.0,84.503,84.786,,3.622,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,12.0,93.68208620689656,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
M VERSTAPPEN,33,Red Bull Racing,Practice,Melbourne,10,Australian Grand Prix,97.07459090909092,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,93.87435483870968,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,108.23316666666666,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,4.0,83.483,82.416,81.879,0.7150000000000034,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,6.0,93.14186206896552,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
S SIROTKIN,35,Williams,Practice,Melbourne,10,Australian Grand Prix,97.48285,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,98.52354545454546,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,109.5915,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,19.0,84.922,,,3.757999999999995,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,20.0,96.53675,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
L HAMILTON,44,Mercedes,Practice,Melbourne,10,Australian Grand Prix,101.11245454545453,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,97.26183870967742,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,105.6945,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,1.0,82.824,82.051,81.164,0.0,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,2.0,92.72963793103447,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
C SAINZ,55,Renault,Practice,Melbourne,10,Australian Grand Prix,101.83383333333332,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,98.59303225806453,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,110.5635,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,9.0,83.529,83.061,83.577,2.4129999999999967,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,10.0,93.43112068965516,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
V BOTTAS,77,Mercedes,Practice,Melbourne,10,Australian Grand Prix,96.97279166666668,25.3,36.7,1020.2,False,38.5,330,2.6,28.5,31.4,1017.8,False,43.8,330,1.3,Practice,96.58420689655172,28.9,27.7,1015.3,False,43.0,210,0.7,30.0,24.4,1015.0,False,39.8,199,0.4,Practice,108.9341,18.6,92.3,1011.5,True,22.2,311,1.0,21.0,81.4,1009.6,False,28.3,334,1.0,Qualifying,10.0,83.686,82.089,,0.9249999999999972,24.7,58.8,1007.9,False,32.0,307,1.3,24.2,63.4,1007.9,False,29.1,356,0.8,Race,8.0,93.23486206896553,24.1,36.2,997.1,False,38.2,294,3.0,24.3,30.9,997.2,True,32.6,278,4.2,2018
S VANDOORNE,2,McLaren,Practice,Sakhir,63,Bahrain Grand Prix,103.96645,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,102.5326875,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,109.5732,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,14.0,90.479,90.525,,2.5670000000000073,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,8.0,98.805875,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
D RICCIARDO,3,Red Bull Racing,Practice,Sakhir,63,Bahrain Grand Prix,98.5307,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,100.34710714285713,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,105.7988,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,5.0,89.552,88.962,88.398,0.4399999999999977,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,20.0,98.684,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
S VETTEL,5,Ferrari,Practice,Sakhir,63,Bahrain Grand Prix,107.60230769230768,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,101.27517647058824,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,112.6382,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,1.0,89.06,88.341,87.958,0.0,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,1.0,96.88858928571427,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
K RAIKKONEN,7,Ferrari,Practice,Sakhir,63,Bahrain Grand Prix,102.46707692307692,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,101.004,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,109.9219090909091,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,2.0,88.951,88.515,88.101,0.1430000000000006,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,18.0,98.16364705882351,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
R GROSJEAN,8,Haas F1 Team,Practice,Sakhir,63,Bahrain Grand Prix,103.30863157894736,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,99.60106666666664,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,110.046,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,16.0,90.53,,,2.5720000000000027,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,13.0,99.26867857142858,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
M ERICSSON,9,Sauber,Practice,Sakhir,63,Bahrain Grand Prix,109.45216666666666,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,102.4575,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,107.3292142857143,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,17.0,91.063,,,3.105000000000004,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,9.0,98.88492857142856,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
P GASLY,10,Toro Rosso,Practice,Sakhir,63,Bahrain Grand Prix,110.9027272727273,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,101.45328571428573,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,105.2306,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,6.0,90.121,89.836,89.329,1.3709999999999951,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,4.0,97.98323214285716,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
S PEREZ,11,Force India,Practice,Sakhir,63,Bahrain Grand Prix,102.94981818181816,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,101.94466666666668,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,110.26433333333334,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,12.0,90.218,90.156,,2.1980000000000075,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,16.0,99.13339285714284,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
F ALONSO,14,McLaren,Practice,Sakhir,63,Bahrain Grand Prix,109.75079999999998,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,101.66915384615385,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,108.20433333333332,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,13.0,90.53,90.212,,2.254000000000005,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,7.0,98.6348214285714,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
C LECLERC,16,Sauber,Practice,Sakhir,63,Bahrain Grand Prix,103.34226666666667,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,99.71932352941178,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,105.65925,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,19.0,91.42,,,3.4620000000000033,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,12.0,99.20669642857143,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
L STROLL,18,Williams,Practice,Sakhir,63,Bahrain Grand Prix,110.1139375,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,105.3027037037037,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,112.6332,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,20.0,91.503,,,3.5450000000000017,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,14.0,99.15269090909092,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
K MAGNUSSEN,20,Haas F1 Team,Practice,Sakhir,63,Bahrain Grand Prix,105.1766,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,100.2574375,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,106.56536363636364,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,7.0,89.594,89.623,89.358,1.4000000000000057,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,5.0,98.19273684210526,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
N HULKENBERG,27,Renault,Practice,Sakhir,63,Bahrain Grand Prix,105.3155,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,100.54925806451612,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,108.53,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,8.0,90.26,89.187,89.57,1.6119999999999948,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,6.0,98.61340350877192,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
B HARTLEY,28,Toro Rosso,Practice,Sakhir,63,Bahrain Grand Prix,108.84617391304346,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,102.46631428571428,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,105.59013333333333,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,11.0,90.412,90.105,,2.1470000000000056,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,17.0,99.133875,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
E OCON,31,Force India,Practice,Sakhir,63,Bahrain Grand Prix,106.65884210526316,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,102.3325357142857,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,111.33733333333332,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,9.0,90.338,90.009,89.874,1.9159999999999968,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,10.0,98.994375,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
